obs_date,jump_pts,jump_ann_pct,days_to_turn,year
2016-08-29,3.247189163737765,7.99999999999997,124,2016
2016-08-30,3.250029578313858,7.999999999999931,123,2016
2016-08-31,3.2541556126545554,8.000000000000055,122,2016
2016-09-01,3.2729699008715207,8.000000000000256,121,2016
2016-09-02,3.278286422314282,8.000000000000052,120,2016
2016-09-05,3.266608415361541,8.0,117,2016
2016-09-06,3.257068499614412,8.000000000000137,116,2016
2016-09-07,3.25646636117826,8.000000000000009,115,2016
2016-09-08,3.2682223740079217,7.99999999999995,114,2016
2016-09-09,3.2701570457666533,8.000000000000025,113,2016
2016-09-12,3.2733291381536667,7.999999999999911,110,2016
2016-09-13,3.2637783295958918,8.000000000000096,109,2016
2016-09-14,3.2649698858395086,8.000000000000098,108,2016
2016-09-15,3.2647981966985773,7.99999999999996,107,2016
2016-09-16,3.2546409350252854,8.000000000000014,106,2016
2016-09-19,3.260278294661321,8.000000000000064,103,2016
2016-09-20,3.288958017024075,7.999999999999963,102,2016
2016-09-21,3.290285731132294,8.000000000000043,101,2016
2016-09-22,3.283512868084819,7.999999999999892,100,2016
2016-09-23,3.2848676464014175,8.000000000000181,99,2016
2016-09-26,3.288594606099591,8.000000000000098,96,2016
2016-09-27,3.2955308900068108,8.000000000000066,95,2016
2016-09-28,3.2973216729988906,8.00000000000001,94,2016
2016-09-29,3.2987053641567288,7.9999999999998685,93,2016
2016-09-30,3.2760744657400784,7.999999999999908,92,2016
2016-10-03,3.283981320565652,8.000000000000092,89,2016
2016-10-04,3.280876183814182,7.999999999999987,88,2016
2016-10-05,3.3150367951292727,8.000000000000023,87,2016
2016-10-06,3.330601220091318,7.999999999999924,86,2016
2016-10-07,3.339261620232203,8.000000000000039,85,2016
2016-10-10,3.3204856257606696,7.999999999999977,82,2016
2016-10-11,3.2988870894006483,8.00000000000001,81,2016
2016-10-12,3.2678329268871478,7.999999999999933,80,2016
2016-10-13,3.2490622444156236,7.999999999999945,79,2016
2016-10-14,3.2596118216749765,8.000000000000144,78,2016
2016-10-17,3.264295468018899,7.999999999999925,75,2016
2016-10-18,3.2713645870707064,8.000000000000036,74,2016
2016-10-19,3.2717126060212953,8.000000000000194,73,2016
2016-10-20,3.286512764143843,8.000000000000137,72,2016
2016-10-21,3.2764623396312307,8.000000000000137,71,2016
2016-10-24,3.2555459370600164,8.000000000000016,68,2016
2016-10-25,3.2808076581454038,7.9999999999998535,67,2016
2016-10-26,3.283468245002394,7.999999999999956,66,2016
2016-10-27,3.2947682199504347,8.000000000000052,65,2016
2016-10-28,3.2906504402940664,7.999999999999967,64,2016
2016-10-31,3.286015934702023,8.000000000000087,61,2016
2016-11-01,3.2861536750443214,7.999999999999923,60,2016
2016-11-02,3.2992285199994624,8.000000000000028,59,2016
2016-11-03,3.291372747605245,8.000000000000238,58,2016
2016-11-04,3.3033108282307397,7.999999999999973,57,2016
2016-11-07,3.2966015289889636,8.000000000000094,54,2016
2016-11-08,3.312839748471112,7.999999999999982,53,2016
2016-11-09,3.3029391892704423,8.000000000000039,52,2016
2016-11-10,3.318368623984584,8.000000000000016,51,2016
2016-11-11,3.3090364069855465,7.999999999999948,50,2016
2016-11-14,3.315167885411052,7.999999999999914,47,2016
2016-11-15,3.293964496145554,8.000000000000167,46,2016
2016-11-16,3.310449995819397,8.000000000000046,45,2016
2016-11-17,3.3436862127427993,7.999999999999872,44,2016
2016-11-18,3.3370090147644564,8.000000000000096,43,2016
2016-11-21,3.3437633888666993,8.00000000000012,40,2016
2016-11-22,3.355999966109574,8.000000000000075,39,2016
2016-11-23,3.350384116335431,8.000000000000055,38,2016
2016-11-24,3.3388507339429974,8.000000000000004,37,2016
2016-11-25,3.3314262565045905,8.000000000000028,36,2016
2016-11-28,3.324771055501943,8.00000000000012,33,2016
2016-11-29,3.321803692939924,8.000000000000025,32,2016
2016-11-30,3.331305122084837,8.000000000000048,31,2016
2016-12-01,3.3183905284594317,7.999999999999978,30,2016
2016-12-02,3.3234778866993193,8.000000000000158,29,2016
2016-12-05,3.3285017569475226,8.000000000000325,26,2016
2016-12-06,3.3313925367659025,7.9999999999999485,25,2016
2016-12-07,3.295498031416559,8.00000000000012,24,2016
2016-12-08,3.300172343549147,8.000000000000206,23,2016
2016-12-09,3.2867476930207147,8.000000000000206,22,2016
2016-12-12,3.28491384400844,8.000000000000107,19,2016
2016-12-13,3.2732463603181983,8.000000000000236,18,2016
2016-12-14,3.253278957916075,8.000000000000174,17,2016
2016-12-15,3.2483331736935757,8.000000000000119,16,2016
2016-12-16,3.253486892675247,8.00000000000012,15,2016
2016-12-19,,,12,2016
2016-12-20,,,11,2016
2016-12-21,,,10,2016
2016-12-22,,,9,2016
2016-12-23,,,8,2016
2016-12-26,,,5,2016
2016-12-27,,,4,2016
2016-12-28,,,3,2016
2016-12-29,,,2,2016
2016-12-30,,,1,2016
2017-01-02,,,363,2017
2017-01-03,,,362,2017
2017-01-04,,,361,2017
2017-01-05,,,360,2017
2017-01-06,,,359,2017
2017-01-09,,,356,2017
2017-01-10,,,355,2017
2017-01-11,,,354,2017
2017-01-12,,,353,2017
2017-01-13,,,352,2017
2017-01-16,,,349,2017
2017-01-17,,,348,2017
2017-01-18,,,347,2017
2017-01-19,,,346,2017
2017-01-20,,,345,2017
2017-01-23,,,342,2017
2017-01-24,,,341,2017
2017-01-25,,,340,2017
2017-01-26,,,339,2017
2017-01-27,,,338,2017
2017-01-30,,,335,2017
2017-01-31,,,334,2017
2017-02-01,,,333,2017
2017-02-02,,,332,2017
2017-02-03,,,331,2017
2017-02-06,,,328,2017
2017-02-07,,,327,2017
2017-02-08,,,326,2017
2017-02-09,,,325,2017
2017-02-10,,,324,2017
2017-02-13,,,321,2017
2017-02-14,,,320,2017
2017-02-15,,,319,2017
2017-02-16,,,318,2017
2017-02-17,,,317,2017
2017-02-20,,,314,2017
2017-02-21,,,313,2017
2017-02-22,,,312,2017
2017-02-23,,,311,2017
2017-02-24,,,310,2017
2017-02-27,,,307,2017
2017-02-28,,,306,2017
2017-03-01,,,305,2017
2017-03-02,,,304,2017
2017-03-03,,,303,2017
2017-03-06,,,300,2017
2017-03-07,,,299,2017
2017-03-08,,,298,2017
2017-03-09,,,297,2017
2017-03-10,,,296,2017
2017-03-13,,,293,2017
2017-03-14,,,292,2017
2017-03-15,,,291,2017
2017-03-16,,,290,2017
2017-03-17,,,289,2017
2017-03-20,,,286,2017
2017-03-21,,,285,2017
2017-03-22,,,284,2017
2017-03-23,,,283,2017
2017-03-24,,,282,2017
2017-03-27,,,279,2017
2017-03-28,,,278,2017
2017-03-29,,,277,2017
2017-03-30,,,276,2017
2017-03-31,,,275,2017
2017-04-03,3.271593373845857,7.999999999999756,272,2017
2017-04-04,3.262219917645178,7.99999999999982,271,2017
2017-04-05,3.2913730781046397,8.000000000000203,270,2017
2017-04-06,3.3116832457182492,7.999999999999863,269,2017
2017-04-07,3.324959889694646,8.000000000000004,268,2017
2017-04-10,3.3266409474076535,7.99999999999995,265,2017
2017-04-11,3.297556713837296,7.999999999999745,264,2017
2017-04-12,3.30572503700699,7.999999999999763,263,2017
2017-04-13,3.3084094132321695,8.0,262,2017
2017-04-14,3.3248354072256014,7.99999999999997,261,2017
2017-04-17,3.339447361770398,8.000000000000158,258,2017
2017-04-18,3.3285512938607207,7.999999999999803,257,2017
2017-04-19,3.326044312225965,7.999999999999899,256,2017
2017-04-20,3.3178939194312216,7.999999999999761,255,2017
2017-04-21,3.326899842822587,8.00000000000012,254,2017
2017-04-24,3.3230318577903093,7.999999999999889,251,2017
2017-04-25,3.3238685339731076,8.000000000000052,250,2017
2017-04-26,3.3290031410921213,8.000000000000195,249,2017
2017-04-27,3.325911239354871,8.000000000000055,248,2017
2017-04-28,3.3303830624717845,7.999999999999878,247,2017
2017-05-01,3.3225199331829307,8.000000000000181,244,2017
2017-05-02,3.3171130344487434,7.999999999999914,243,2017
2017-05-03,3.322745775935556,8.00000000000001,242,2017
2017-05-04,3.3272935763812037,8.00000000000008,241,2017
2017-05-05,3.331316425687922,8.00000000000017,240,2017
2017-05-08,3.338353612507899,7.999999999999926,237,2017
2017-05-09,3.33874254567635,8.000000000000403,236,2017
2017-05-10,3.3409970726727343,8.000000000000005,235,2017
2017-05-11,3.33026694688589,7.999999999999968,234,2017
2017-05-12,3.341384233000467,7.999999999999743,233,2017
2017-05-15,3.3478145017779624,8.000000000000064,230,2017
2017-05-16,3.3497418140034743,8.000000000000028,229,2017
2017-05-17,3.3259713094329877,7.999999999999792,228,2017
2017-05-18,3.3210918032375263,8.000000000000059,227,2017
2017-05-19,3.3226265364252074,8.000000000000012,226,2017
2017-05-22,3.3234345145469315,7.999999999999993,223,2017
2017-05-23,3.3238308866732673,7.999999999999946,222,2017
2017-05-24,3.3282673018513167,7.999999999999541,221,2017
2017-05-25,3.330036448873554,7.999999999999736,220,2017
2017-05-26,3.3452168590178295,8.000000000000156,219,2017
2017-05-29,3.337817652127525,7.9999999999998685,216,2017
2017-05-30,3.3358477976708993,8.000000000000085,215,2017
2017-05-31,3.3544652966407993,7.999999999999988,214,2017
2017-06-01,3.3539129203714664,7.9999999999998215,213,2017
2017-06-02,3.3468591588251617,7.999999999999857,212,2017
2017-06-05,3.3479161373097015,8.000000000000032,209,2017
2017-06-06,3.3477609533901025,7.999999999999859,208,2017
2017-06-07,3.3496627324740595,7.999999999999989,207,2017
2017-06-08,3.354756078473804,8.000000000000176,206,2017
2017-06-09,3.3593079906580137,8.000000000000108,205,2017
2017-06-12,3.371648523938547,7.999999999999973,202,2017
2017-06-13,3.383948317483668,7.999999999999898,201,2017
2017-06-14,3.3796379814322712,7.9999999999999964,200,2017
2017-06-15,3.3884054765629075,7.999999999999828,199,2017
2017-06-16,3.376436810258409,7.999999999999667,198,2017
2017-06-19,3.3585562070942845,7.999999999999921,195,2017
2017-06-20,3.3702783839228125,8.000000000000016,194,2017
2017-06-21,3.3664864159367767,8.00000000000013,193,2017
2017-06-22,3.366805197566458,8.000000000000176,192,2017
2017-06-23,3.3637399198910383,7.9999999999999405,191,2017
2017-06-26,3.3573150612076255,7.999999999999999,188,2017
2017-06-27,3.3701240191766857,7.999999999999793,187,2017
2017-06-28,3.366553862544472,7.999999999999812,186,2017
2017-06-29,3.3616038085876747,7.999999999999628,185,2017
2017-06-30,3.377063606664749,8.000000000000094,184,2017
2017-07-03,3.4007487222748543,7.999999999999918,181,2017
2017-07-04,3.3991977337640793,7.999999999999894,180,2017
2017-07-05,3.406165250196817,8.000000000000082,179,2017
2017-07-06,3.3932520839724236,7.999999999999955,178,2017
2017-07-07,3.4056437658112007,7.999999999999943,177,2017
2017-07-10,3.3942415381377584,7.9999999999998055,174,2017
2017-07-11,3.409298910377063,8.000000000000055,173,2017
2017-07-12,3.4197486300607576,7.9999999999999405,172,2017
2017-07-13,3.4338478390589944,8.000000000000027,171,2017
2017-07-14,3.459731687969965,8.000000000000048,170,2017
2017-07-17,3.470258272882084,7.9999999999998685,167,2017
2017-07-18,3.4826232173566463,8.000000000000167,166,2017
2017-07-19,3.48928888392534,7.999999999999682,165,2017
2017-07-20,3.4962405122501976,8.000000000000004,164,2017
