obs_date,jump_pts,jump_ann_pct,days_to_turn,year
2016-08-29,0.005484157142448165,5.999999999999995,124,2016
2016-08-30,0.005506542391456488,5.999999999999995,123,2016
2016-08-31,-0.002838768240107984,-3.099999999999978,122,2016
2016-09-01,0.005496322413843146,5.99999999999999,121,2016
2016-09-02,0.005478362725006041,6.000000000000011,120,2016
2016-09-05,0.0054837581685708925,5.999999999999996,117,2016
2016-09-06,0.005474958727549127,5.999999999999949,116,2016
2016-09-07,0.005539265423040492,5.999999999999959,115,2016
2016-09-08,0.00555861705174975,5.999999999999966,114,2016
2016-09-09,0.0055810574990700764,6.000000000000004,113,2016
2016-09-12,0.005571747351964734,5.999999999999963,110,2016
2016-09-13,0.005605927332945958,5.999999999999947,109,2016
2016-09-14,0.005600268208211811,6.000000000000016,108,2016
2016-09-15,0.0056170062948729905,5.999999999999988,107,2016
2016-09-16,0.0056178492941736605,6.0,106,2016
2016-09-19,0.0056443608536256955,5.999999999999989,103,2016
2016-09-20,0.005648553180649792,6.000000000000002,102,2016
2016-09-21,0.005648334806811349,5.999999999999971,101,2016
2016-09-22,0.005640895877561654,5.999999999999966,100,2016
2016-09-23,0.005632406934562628,5.999999999999959,99,2016
2016-09-26,0.0056713117136147975,6.000000000000007,96,2016
2016-09-27,0.005674862017088432,6.0000000000000115,95,2016
2016-09-28,0.005705617291482461,6.000000000000041,94,2016
2016-09-29,0.00571826319952778,6.00000000000003,93,2016
2016-09-30,0.005730045733502943,5.9999999999999725,92,2016
2016-10-03,0.005697284168300908,5.999999999999995,89,2016
2016-10-04,0.0057352070610587474,6.0000000000000115,88,2016
2016-10-05,0.005735633135631877,6.000000000000007,87,2016
2016-10-06,0.00569061953842119,5.999999999999986,86,2016
2016-10-07,0.005709943555488049,6.000000000000011,85,2016
2016-10-10,0.005691697070033789,6.000000000000023,82,2016
2016-10-11,0.005647660289469166,6.000000000000001,81,2016
2016-10-12,0.005631519501757705,6.000000000000029,80,2016
2016-10-13,0.005664061719463701,5.999999999999989,79,2016
2016-10-14,0.005630877880420534,5.999999999999989,78,2016
2016-10-17,0.005621169387150071,6.000000000000005,75,2016
2016-10-18,0.0056329001496593575,6.000000000000021,74,2016
2016-10-19,0.0056921712243532705,6.000000000000014,73,2016
2016-10-20,0.005647243089456954,5.999999999999973,72,2016
2016-10-21,0.005610918799466353,5.99999999999999,71,2016
2016-10-24,0.005611095015340297,5.999999999999992,68,2016
2016-10-25,0.005597484407974848,6.000000000000022,67,2016
2016-10-26,0.005588085804058832,5.999999999999988,66,2016
2016-10-27,0.005569065146008691,6.000000000000007,65,2016
2016-10-28,0.0055359426554709755,5.999999999999996,64,2016
2016-10-31,-0.0028763929284884113,-3.100000000000002,61,2016
2016-11-01,0.0055778099878060865,5.999999999999996,60,2016
2016-11-02,0.005567267257644425,6.000000000000009,59,2016
2016-11-03,0.005561947237195337,6.000000000000001,58,2016
2016-11-04,0.005608213751702996,5.999999999999997,57,2016
2016-11-07,0.0056080978137999634,5.999999999999993,54,2016
2016-11-08,0.00559405633310156,6.000000000000007,53,2016
2016-11-09,0.005618585566527032,6.000000000000014,52,2016
2016-11-10,0.0056148890618488295,5.999999999999993,51,2016
2016-11-11,0.00562267506678544,6.000000000000004,50,2016
2016-11-14,0.005578679780499354,6.000000000000011,47,2016
2016-11-15,0.005570033219926382,5.999999999999999,46,2016
2016-11-16,0.005584794494776444,5.999999999999985,45,2016
2016-11-17,0.005584040356113669,5.999999999999995,44,2016
2016-11-18,0.005573789951674219,6.000000000000007,43,2016
2016-11-21,0.00556972116022393,6.000000000000016,40,2016
2016-11-22,0.005557467161138299,6.0,39,2016
2016-11-23,0.005606963742530701,5.999999999999989,38,2016
2016-11-24,0.005626198960604158,6.000000000000014,37,2016
2016-11-25,0.005645002284823667,6.0000000000000036,36,2016
2016-11-28,0.005664154575119469,6.0000000000000036,33,2016
2016-11-29,0.0056618997426605595,5.999999999999992,32,2016
2016-11-30,0.0056757066418394305,6.000000000000004,31,2016
2016-12-01,-0.0014591743887563402,-1.548387096774196,30,2016
2016-12-02,0.005673125196246718,6.000000000000003,29,2016
2016-12-05,0.005654598335388424,5.999999999999996,26,2016
2016-12-06,0.005644891734702642,5.999999999999993,25,2016
2016-12-07,0.0056484289103489425,5.999999999999999,24,2016
2016-12-08,0.005651997683520215,5.999999999999997,23,2016
2016-12-09,0.005676788040269802,6.000000000000004,22,2016
2016-12-12,0.0056601782534524345,5.999999999999997,19,2016
2016-12-13,0.005685475086110212,5.99999999999999,18,2016
2016-12-14,0.005711476679438877,6.000000000000003,17,2016
2016-12-15,0.005698268328087029,5.999999999999996,16,2016
2016-12-16,0.0056977548512437415,6.000000000000007,15,2016
2016-12-19,0.005679594008670665,6.0,12,2016
2016-12-20,0.005673968212626956,6.000000000000001,11,2016
2016-12-21,0.005693299007485711,6.0000000000000036,10,2016
2016-12-22,0.005703859396926916,6.000000000000002,9,2016
2016-12-23,0.005692374981950093,5.999999999999999,8,2016
2016-12-26,,,5,2016
2016-12-27,,,4,2016
2016-12-28,,,3,2016
2016-12-29,,,2,2016
2016-12-30,,,1,2016
2017-01-02,0.0056489035256367445,5.999999999999979,363,2017
2017-01-03,0.005633208710641797,5.9999999999999405,362,2017
2017-01-04,0.005643422853392721,6.000000000000069,361,2017
2017-01-05,0.0056403534378082695,5.999999999999966,360,2017
2017-01-06,0.005641006667688863,5.999999999999918,359,2017
2017-01-09,0.005650261625408914,6.000000000000016,356,2017
2017-01-10,0.005652640831314855,5.99999999999994,355,2017
2017-01-11,0.005620396169357625,5.9999999999999005,354,2017
2017-01-12,0.005598190972336905,5.999999999999992,353,2017
2017-01-13,0.005552937589109738,6.000000000000047,352,2017
2017-01-16,0.0055717486156725456,6.000000000000045,349,2017
2017-01-17,0.00556510889338113,5.999999999999975,348,2017
2017-01-18,0.005585767394636637,6.000000000000112,347,2017
2017-01-19,0.005604365762582144,5.999999999999995,346,2017
2017-01-20,0.005595872433854119,6.0000000000000435,345,2017
2017-01-23,0.005577585829641213,6.000000000000045,342,2017
2017-01-24,0.005570437665420456,5.999999999999907,341,2017
2017-01-25,0.005562046312564888,5.999999999999959,340,2017
2017-01-26,0.005571201946526619,5.999999999999952,339,2017
2017-01-27,0.0055686148299515965,6.000000000000058,338,2017
2017-01-30,0.00555725295065224,5.999999999999997,335,2017
2017-01-31,0.005546899185885989,6.00000000000006,334,2017
2017-02-01,0.005498436005276277,5.999999999999991,333,2017
2017-02-02,0.005522812394491679,6.0000000000000115,332,2017
2017-02-03,0.0055415004566391765,5.999999999999972,331,2017
2017-02-06,0.005544543577837655,6.000000000000038,328,2017
2017-02-07,0.005507732025317874,6.0000000000001,327,2017
2017-02-08,0.0055161772320704025,6.000000000000026,326,2017
2017-02-09,0.005548110793808486,6.000000000000051,325,2017
2017-02-10,0.005561583665009603,5.999999999999915,324,2017
2017-02-13,0.005555142798829709,5.999999999999978,321,2017
2017-02-14,0.005543624091350233,5.999999999999988,320,2017
2017-02-15,0.005546643244909294,5.999999999999951,319,2017
2017-02-16,0.005532846223601621,6.00000000000006,318,2017
2017-02-17,0.0055655051057553265,6.000000000000043,317,2017
2017-02-20,0.005570258755988237,6.000000000000064,314,2017
2017-02-21,0.005588544277812047,6.0000000000000195,313,2017
2017-02-22,0.005571970061342297,5.999999999999991,312,2017
2017-02-23,0.005597906709889522,5.999999999999997,311,2017
2017-02-24,0.0055636297307503114,5.999999999999934,310,2017
2017-02-27,0.005551838962579799,6.0000000000000355,307,2017
2017-02-28,0.005522860642689087,6.000000000000017,306,2017
2017-03-01,0.005523764232280001,6.000000000000096,305,2017
2017-03-02,0.0055457783648078605,5.999999999999974,304,2017
2017-03-03,0.005533919618224824,6.000000000000081,303,2017
