obs_date,jump_pts,jump_ann_pct,days_to_turn,year
2016-08-29,0.3119824633360984,9.000000000000014,124,2016
2016-08-30,0.311294326439861,9.000000000000021,123,2016
2016-08-31,0.3091936278366295,9.0,122,2016
2016-09-01,0.3082861886340394,9.000000000000002,121,2016
2016-09-02,0.30794071704387216,9.00000000000002,120,2016
2016-09-05,0.30919936580809243,9.00000000000002,117,2016
2016-09-06,0.31079536070374264,9.000000000000007,116,2016
2016-09-07,0.3087257529223476,9.000000000000002,115,2016
2016-09-08,0.3098437556838222,9.000000000000012,114,2016
2016-09-09,0.31032456678185777,9.000000000000007,113,2016
2016-09-12,0.3116278401741276,9.0,110,2016
2016-09-13,0.30840757007033315,9.000000000000002,109,2016
2016-09-14,0.3078214932365301,9.000000000000007,108,2016
2016-09-15,0.30904435097188815,9.000000000000002,107,2016
2016-09-16,0.3115045525882788,8.999999999999998,106,2016
2016-09-19,0.3110898674514506,9.000000000000002,103,2016
2016-09-20,0.3131890835087315,9.000000000000007,102,2016
2016-09-21,0.3136446294704951,9.000000000000004,101,2016
2016-09-22,0.3136569304705637,9.000000000000007,100,2016
2016-09-23,0.31384048650225144,9.000000000000007,99,2016
2016-09-26,0.31210432441002484,9.000000000000002,96,2016
2016-09-27,0.3111961315960575,9.000000000000007,95,2016
2016-09-28,0.3118818577989681,9.000000000000002,94,2016
2016-09-29,0.3126203851407716,8.999999999999998,93,2016
2016-09-30,0.31134699475637423,9.0,92,2016
2016-10-03,0.3129673245784031,8.99999999999999,89,2016
2016-10-04,0.3145017440167402,8.999999999999988,88,2016
2016-10-05,0.3173993399612224,8.99999999999999,87,2016
2016-10-06,0.31653279504174253,8.999999999999975,86,2016
2016-10-07,0.3185275205306761,8.999999999999998,85,2016
2016-10-10,0.3168630757348236,8.99999999999999,82,2016
2016-10-11,0.3161919949693107,8.999999999999993,81,2016
2016-10-12,0.315334998533833,8.99999999999999,80,2016
2016-10-13,0.31354374913151073,8.999999999999995,79,2016
2016-10-14,0.31380874619789567,8.999999999999993,78,2016
2016-10-17,0.31381385550982466,8.999999999999995,75,2016
2016-10-18,0.3142358506659136,8.99999999999999,74,2016
2016-10-19,0.31573400675160385,8.999999999999996,73,2016
2016-10-20,0.3150578835639356,8.99999999999999,72,2016
2016-10-21,0.3137376126960329,8.99999999999999,71,2016
2016-10-24,0.3153082073666746,8.999999999999984,68,2016
2016-10-25,0.31677090192448853,8.999999999999988,67,2016
2016-10-26,0.3172635256296622,8.999999999999996,66,2016
2016-10-27,0.31799294504777353,8.999999999999993,65,2016
2016-10-28,0.32007555352270234,8.999999999999995,64,2016
2016-10-31,0.320992054985107,8.99999999999999,61,2016
2016-11-01,0.3207377965768375,8.99999999999999,60,2016
2016-11-02,0.3202514539430808,8.999999999999998,59,2016
2016-11-03,0.31903291277668805,9.000000000000002,58,2016
2016-11-04,0.3187054892572225,8.999999999999998,57,2016
2016-11-07,0.3185810683222575,8.999999999999993,54,2016
2016-11-08,0.31852691299565616,9.0,53,2016
2016-11-09,0.3181389807007831,9.000000000000004,52,2016
2016-11-10,0.31692720813057923,9.000000000000007,51,2016
2016-11-11,0.31734760144856344,9.000000000000007,50,2016
2016-11-14,0.3173468976874794,9.000000000000007,47,2016
2016-11-15,0.31803909235628025,9.000000000000009,46,2016
2016-11-16,0.31744830017130893,9.000000000000007,45,2016
2016-11-17,0.31654971342028154,9.000000000000007,44,2016
2016-11-18,0.3169811461440916,9.000000000000007,43,2016
2016-11-21,0.3157044429349672,9.000000000000014,40,2016
2016-11-22,0.31292283705880924,9.000000000000014,39,2016
2016-11-23,0.3132398834962913,9.000000000000007,38,2016
2016-11-24,0.3115268309153284,9.000000000000014,37,2016
2016-11-25,0.3140112060976012,9.000000000000007,36,2016
2016-11-28,0.3129295698231427,9.000000000000007,33,2016
2016-11-29,0.31132438318252165,9.000000000000007,32,2016
2016-11-30,0.31227901996823565,9.000000000000002,31,2016
2016-12-01,0.3123904145657748,9.000000000000027,30,2016
2016-12-02,0.3115061137438775,9.000000000000027,29,2016
2016-12-05,0.3120884595545926,9.000000000000023,26,2016
2016-12-06,0.309828212046376,9.000000000000016,25,2016
2016-12-07,0.3084953318068258,9.000000000000007,24,2016
2016-12-08,0.3097668768970881,9.000000000000009,23,2016
2016-12-09,0.3096721235981393,9.000000000000004,22,2016
2016-12-12,0.3109409573639949,9.000000000000009,19,2016
2016-12-13,0.311606267994306,9.00000000000002,18,2016
2016-12-14,0.31297755170102803,9.000000000000016,17,2016
2016-12-15,0.31389845182171555,9.000000000000027,16,2016
2016-12-16,0.3137630576846624,8.999999999999996,15,2016
2016-12-19,,,12,2016
2016-12-20,,,11,2016
2016-12-21,,,10,2016
2016-12-22,,,9,2016
2016-12-23,,,8,2016
2016-12-26,,,5,2016
2016-12-27,,,4,2016
2016-12-28,,,3,2016
2016-12-29,,,2,2016
2016-12-30,,,1,2016
2017-01-02,,,363,2017
2017-01-03,,,362,2017
2017-01-04,,,361,2017
2017-01-05,,,360,2017
2017-01-06,,,359,2017
2017-01-09,,,356,2017
2017-01-10,,,355,2017
2017-01-11,,,354,2017
2017-01-12,,,353,2017
2017-01-13,,,352,2017
2017-01-16,,,349,2017
2017-01-17,,,348,2017
2017-01-18,,,347,2017
2017-01-19,,,346,2017
2017-01-20,,,345,2017
2017-01-23,,,342,2017
2017-01-24,,,341,2017
2017-01-25,,,340,2017
2017-01-26,,,339,2017
2017-01-27,,,338,2017
2017-01-30,,,335,2017
2017-01-31,,,334,2017
2017-02-01,,,333,2017
2017-02-02,,,332,2017
2017-02-03,,,331,2017
2017-02-06,,,328,2017
2017-02-07,,,327,2017
2017-02-08,,,326,2017
2017-02-09,,,325,2017
2017-02-10,,,324,2017
2017-02-13,,,321,2017
2017-02-14,,,320,2017
2017-02-15,,,319,2017
2017-02-16,,,318,2017
2017-02-17,,,317,2017
2017-02-20,,,314,2017
2017-02-21,,,313,2017
2017-02-22,,,312,2017
2017-02-23,,,311,2017
2017-02-24,,,310,2017
2017-02-27,,,307,2017
2017-02-28,,,306,2017
2017-03-01,,,305,2017
2017-03-02,,,304,2017
2017-03-03,,,303,2017
2017-03-06,,,300,2017
2017-03-07,,,299,2017
2017-03-08,,,298,2017
2017-03-09,,,297,2017
2017-03-10,,,296,2017
2017-03-13,,,293,2017
2017-03-14,,,292,2017
2017-03-15,,,291,2017
2017-03-16,,,290,2017
2017-03-17,,,289,2017
2017-03-20,,,286,2017
2017-03-21,,,285,2017
2017-03-22,,,284,2017
2017-03-23,,,283,2017
2017-03-24,,,282,2017
2017-03-27,,,279,2017
2017-03-28,,,278,2017
2017-03-29,,,277,2017
2017-03-30,,,276,2017
2017-03-31,,,275,2017
2017-04-03,0.2979996600118522,9.000000000000012,272,2017
2017-04-04,0.2995281040223057,8.999999999999982,271,2017
2017-04-05,0.2981850408741366,9.000000000000004,270,2017
2017-04-06,0.29934177489579966,9.000000000000014,269,2017
2017-04-07,0.3012345859689624,9.000000000000123,268,2017
2017-04-10,0.30178954424979715,8.999999999999947,265,2017
2017-04-11,0.30120102543212496,9.000000000000032,264,2017
2017-04-12,0.29900150737120346,8.999999999999998,263,2017
2017-04-13,0.30179868259893533,9.000000000000046,262,2017
2017-04-14,0.30091561503967407,8.999999999999988,261,2017
2017-04-17,0.30435265070666323,8.999999999999961,258,2017
2017-04-18,0.30335244268636535,8.99999999999997,257,2017
2017-04-19,0.30259569071389725,8.999999999999979,256,2017
2017-04-20,0.3002552443960095,9.000000000000052,255,2017
2017-04-21,0.2994037206013687,9.000000000000007,254,2017
2017-04-24,0.3010186130669554,8.99999999999997,251,2017
