obs_date,fv_gap_ann_pct
2016-08-29,0.2870995886824952
2016-08-30,0.30331195425460944
2016-08-31,0.30924806714167463
2016-09-01,0.31661719945765743
2016-09-02,0.37137369533324005
2016-09-05,0.3613206158649156
2016-09-06,0.3069313457074472
2016-09-07,0.28756758363356827
2016-09-08,0.32145339410019247
2016-09-09,0.3337817942529133
2016-09-12,0.3204985877171982
2016-09-13,0.30375127723099515
2016-09-14,0.21885859826787923
2016-09-15,0.16076267446538806
2016-09-16,0.0759635796539313
2016-09-19,-0.04413576715632317
2016-09-20,-0.08164924530891948
2016-09-21,0.22512937793877263
2016-09-22,0.2666498809081075
2016-09-23,0.2962561955444336
2016-09-26,0.28431104384191563
2016-09-27,0.29953885291959415
2016-09-28,0.3779321032810854
2016-09-29,0.3462849835887085
2016-09-30,0.3856570122740832
2016-10-03,0.2760594985412639
2016-10-04,0.3162782671318354
2016-10-05,0.3526870240896476
2016-10-06,0.3920533870305847
2016-10-07,0.3492030271782083
2016-10-10,0.33736020757415996
2016-10-11,0.3256554193143133
2016-10-12,0.3602823340999777
2016-10-13,0.3426921437869055
2016-10-14,0.36100859563619014
2016-10-17,0.43264893287492434
2016-10-18,0.4353508772896628
2016-10-19,0.43999095900357776
2016-10-20,0.5197092403518937
2016-10-21,0.5091307491125407
2016-10-24,0.4909610074105375
2016-10-25,0.48345939593176546
2016-10-26,0.49332953176352135
2016-10-27,0.40504086774656756
2016-10-28,0.34042283364791626
2016-10-31,0.3324407785178316
2016-11-01,0.3285297244763261
2016-11-02,0.362191480856886
2016-11-03,0.4045486090235686
2016-11-04,0.39142359625733514
2016-11-07,0.4008991152155321
2016-11-08,0.43626627661889783
2016-11-09,0.44998686331610926
2016-11-10,0.4708424480655218
2016-11-11,0.44656138542303747
2016-11-14,0.4552531210987585
2016-11-15,0.4385652010436578
2016-11-16,0.4009039693723446
2016-11-17,0.36201786288066984
2016-11-18,0.4213525689712192
2016-11-21,0.4107407871684643
2016-11-22,0.3981199383953049
2016-11-23,0.38549069614028575
2016-11-24,0.36691114848933015
2016-11-25,0.39577469478985705
2016-11-28,0.34064562812894383
2016-11-29,0.3457501273625576
2016-11-30,0.37364391807673325
2016-12-01,0.4120750322331723
2016-12-02,0.3847829427780374
2016-12-05,0.38418389632013206
2016-12-06,0.4011021816129787
2016-12-07,0.40717621459715225
2016-12-08,0.44243750368905044
2016-12-09,0.40253400941089623
2016-12-12,0.39685566364876035
2016-12-13,0.4294184666605103
2016-12-14,0.40869126082260987
2016-12-15,0.3660831529183497
2016-12-16,0.2971025350722529
2016-12-19,0.1427299040447707
2016-12-20,0.07468585882155931
2016-12-21,0.25125453366248784
2016-12-22,0.2385134726209035
2016-12-23,0.27551220659732145
2016-12-26,0.25523807339503435
2016-12-27,0.20772546954534388
2016-12-28,0.21895873705570867
2016-12-29,0.22764126528921125
2016-12-30,0.23943171299659216
2017-01-02,0.21434638973216114
2017-01-03,0.2506938750087597
2017-01-04,0.21760718420151104
2017-01-05,0.19711103672612929
2017-01-06,0.19307507583927208
2017-01-09,0.17699605171540345
2017-01-10,0.18779399496040572
2017-01-11,0.21112692068841366
2017-01-12,0.20450880592901743
2017-01-13,0.16349951557258002
2017-01-16,0.14424193490148163
2017-01-17,0.16167433591618607
2017-01-18,0.17105827179888777
2017-01-19,0.1725499012269207
2017-01-20,0.10649422982975043
2017-01-23,0.1438520380750692
2017-01-24,0.13837250443972238
2017-01-25,0.09621579890710752
2017-01-26,0.11690629082646797
2017-01-27,0.1930874051710858
2017-01-30,0.1790227416619743
2017-01-31,0.1712262168872254
2017-02-01,0.16077855407323982
2017-02-02,0.1855510418344246
2017-02-03,0.17778526364535274
2017-02-06,0.2178449214755389
2017-02-07,0.19038115602386352
2017-02-08,0.221005173662276
2017-02-09,0.20696665153410354
2017-02-10,0.15559844957625568
2017-02-13,0.1618489947379551
2017-02-14,0.1285423585338501
2017-02-15,0.10758132358882833
2017-02-16,0.10316919752137999
2017-02-17,0.10288993581314365
2017-02-20,0.07363607380116033
2017-02-21,0.034808549251566845
2017-02-22,0.02051904223646961
2017-02-23,0.01488493928007184
2017-02-24,0.006132089230360904
2017-02-27,0.034329108585835044
