obs_date,turn_premium_ann_pct
2016-09-21,
2016-09-22,
2016-09-23,
2016-09-26,
2016-09-27,
2016-09-28,
2016-09-29,
2016-09-30,
2016-10-03,
2016-10-04,
2016-10-05,
2016-10-06,
2016-10-07,
2016-10-10,
2016-10-11,
2016-10-12,
2016-10-13,
2016-10-14,
2016-10-17,
2016-10-18,
2016-10-19,
2016-10-20,
2016-10-21,
2016-10-24,
2016-10-25,
2016-10-26,
2016-10-27,
2016-10-28,
2016-10-31,
2016-11-01,
2016-11-02,
2016-11-03,
2016-11-04,
2016-11-07,
2016-11-08,
2016-11-09,
2016-11-10,
2016-11-11,
2016-11-14,
2016-11-15,
2016-11-16,
2016-11-17,
2016-11-18,0.11906757511362417
2016-11-21,0.22096447345591969
2016-11-22,0.285689263100698
2016-11-23,0.2751634497631902
2016-11-24,0.3849253044690934
2016-11-25,0.3290882913950247
2016-11-28,0.44959520276602355
2016-11-29,0.42399133998417654
2016-11-30,0.4570728901188667
2016-12-01,0.5284535401010002
2016-12-02,0.4045699340244389
2016-12-05,0.6023003449229041
2016-12-06,0.6587980973698071
2016-12-07,0.7560483105474582
2016-12-08,0.6687263132544587
2016-12-09,0.6711932304168153
2016-12-12,0.6670949323811162
2016-12-13,0.7298344977827089
2016-12-14,0.6589845205597398
2016-12-15,0.6506933611211094
2016-12-16,0.6069935161233311
2016-12-19,0.7449542300472911
2016-12-20,0.6682663034769509
2017-09-20,-0.2767444451164691
2017-09-21,-0.36387611082157156
2017-09-22,-0.495218331777639
2017-09-25,-0.5145790211312383
2017-09-26,-0.46484367189524695
2017-09-27,-0.43444087634082096
2017-09-28,-0.4007978002132623
2017-09-29,-0.3893607055539234
2017-10-02,-0.456687197012359
2017-10-03,-0.3429131926558853
2017-10-04,-0.180844775031767
2017-10-05,-0.19984873426445082
2017-10-06,-0.1698636752456295
2017-10-09,-0.0650463984840085
2017-10-10,0.09077625139131629
2017-10-11,0.05708565678678024
2017-10-12,0.15221020167527777
2017-10-13,0.12374776272916266
2017-10-16,0.215244829182491
2017-10-17,0.17531237641438813
2017-10-18,0.0867070443846677
2017-10-19,0.08762508018685844
2017-10-20,0.07447101230093522
2017-10-23,-0.05406909841331453
2017-10-24,-0.0352967633154917
2017-10-25,-0.10651406040387135
2017-10-26,-0.11594446945471715
2017-10-27,-0.11458257041822706
2017-10-30,-0.10733963036013694
2017-10-31,-0.14682568523222939
2017-11-01,-0.27570296364850083
2017-11-02,-0.2636345720742864
2017-11-03,-0.2692593686972196
2017-11-06,-0.22419017526464424
2017-11-07,-0.2429340464049463
2017-11-08,-0.26545851738682913
2017-11-09,-0.15108652832785335
2017-11-10,-0.1906300259898549
2017-11-13,-0.05475680951114137
2017-11-14,-0.04303259864147918
2017-11-15,0.04406790950111528
2017-11-16,0.03283829880620348
2017-11-17,0.04621638992070998
2017-11-20,0.11556845866030441
2017-11-21,0.18896266815467022
2017-11-22,0.1502682714233341
2017-11-23,0.1345733118782697
2017-11-24,0.19035606401051075
2017-11-27,0.2366613497960438
2017-11-28,0.20365788478684022
2017-11-29,0.3026855242652854
2017-11-30,0.2570808992145464
2017-12-01,0.4345996604697431
2017-12-04,0.43511137421632795
2017-12-05,0.319651495943342
2017-12-06,0.3594094557430627
2017-12-07,0.4450527664223469
2017-12-08,0.47594348781909596
2017-12-11,0.485563090030728
2017-12-12,0.6046634224687364
2017-12-13,0.4763805393078539
2017-12-14,0.48514395026168183
2017-12-15,0.4683233212507136
2017-12-18,0.45031715166660463
2017-12-19,0.43244206748120734
2018-09-19,0.3086206147644821
2018-09-20,0.04772263436381663
2018-09-21,-0.030612100985830448
2018-09-24,-0.1082343186333189
2018-09-25,-0.01733634726935196
2018-09-26,0.007881274764238277
2018-09-27,-0.07466749401737038
2018-09-28,-0.1101524015560521
2018-10-01,-0.17427075989137586
2018-10-02,-0.4068166061354046
2018-10-03,-0.39234846209974095
2018-10-04,-0.4806589649616124
2018-10-05,-0.4356348963808484
2018-10-08,-0.4587659224643056
2018-10-09,-0.47727665370530925
2018-10-10,-0.4696103028411106
2018-10-11,-0.5282508353206619
