_dtn,Sep17-Dec17,Sep18-Dec18,Sep19-Dec19,Sep20-Dec20,Sep21-Dec21,Sep22-Dec22,Sep23-Dec23,Sep24-Dec24,Sep25-Dec25,Sep26-Dec26
120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
119,0.01153557528019808,0.012876172467211566,-0.0019185376371289031,0.005800138240756453,-0.002570423924963594,0.010776523663018761,-0.005184570887334761,0.004416371475578329,-0.0009833362836990656,-0.0019033671521272166
118,0.008164229430936643,0.015189858241897614,0.00446268015421436,0.005779237240314317,-0.007518075705250538,0.00862957894322211,-0.00025693088067332837,-0.002877266570281839,-0.0032605141924302583,0.008028019920272522
117,0.005326451731740955,0.010754073060744884,0.0014739167384285046,0.0170315280531583,-0.01098004315151338,0.007765659676963854,-0.007571795931107295,-0.0009892452017083442,0.004891454201171513,0.001756326455712165
114,0.004227253908657386,-0.002446828034569082,-0.008154901947386273,0.018527022945483834,-0.006322861742363378,0.007882648525386199,-0.009098512961102145,-0.01087144971566445,-0.0012215090059394806,0.0008111134880406934
113,-0.00038194934971433336,-0.002623988453459958,-0.005537954188347238,0.021480448952360565,-0.002051722528420896,0.007501962232277809,-0.0016154687828107972,-0.01455350980068082,0.01004530476755136,-0.004195736069243117
112,0.012016501595039059,-0.0029837546981245078,0.00247191827146806,0.019306790945284813,0.008652846889586563,0.014905584852733772,-0.0011358348735507062,-0.01059183819234888,0.01069142255121916,-0.00642599148401507
111,0.017745647987857105,0.0014155711001850035,-0.0023735915163778654,0.017605137105761948,0.008282024484089101,0.01614199322362414,0.0028190402473742826,-0.010415289449604265,0.01404192201691154,0.004164406560391437
110,0.017953857154178965,0.004163443723470217,0.0057393122743829295,0.019337889193034447,0.0016048259882794902,0.017584565993400053,0.005698383603765594,-0.015052712862444612,0.009644941242614335,0.00306327930848313
107,0.02144396237726498,0.0022324950655252807,-0.01304896461197641,0.02339896221923432,0.0010400483048649267,0.01217342178012476,0.0035421692403122818,-0.022754055635727466,0.007913220433007212,0.003506467073543962
106,0.020781417521916506,-0.0038852933216657892,-0.021122530271896783,0.02959253111370544,-0.0017829953461925563,0.014735746722068427,0.0013358480065724931,-0.02742542557892949,0.01189249604568901,2.192331367820155e-05
105,0.018905469158590274,0.00043086520386273475,-0.022411996559398517,0.03735985425692327,-0.0018419711560408725,0.008520546732337958,0.004542863823922438,-0.025232380350268507,0.0134059705463489,-0.0024171078538967605
104,0.018464970825587457,0.006029619396563296,-0.019050217354453752,0.032197943076822416,0.0026037162832358296,0.014527035625102241,-0.012744301334026986,-0.02489202410300606,0.012638914413384494,-0.005959950242332757
103,0.011255255585218532,-0.0022436107018887486,-0.008535024099796396,0.028421254302753357,-0.0013852381377028322,0.012806579870606433,-0.009762839727041422,-0.013946170689128401,0.01836818326189843,-0.0030861991165592184
100,0.010684025029857602,0.0032715982288090972,-0.005764277761191983,0.028888393020568143,-0.00040610345013447624,0.014482193391638504,-0.009922193062925938,-0.011106153933265028,0.006616243653383508,0.0009356996750096713
99,0.009212186573138062,0.006047197655897341,-0.010433830774241731,0.017570428720296488,0.0041368412093705925,0.007095163157116308,-0.004462481224231402,-0.007755595450639641,0.01216436234156984,0.0014427293331757407
98,0.008084630045486804,0.002478742516203253,-0.009951433627653689,0.015270712147643611,0.00848366675355719,0.004721836514141847,-0.00828008122574636,0.0007206017005818854,0.009936116075279472,0.001362239437604107
97,0.012677900777222112,0.005219272375312861,0.0034986561279106987,0.033307598284599296,0.0020905507976731463,0.016504470537143268,-0.004490795307507678,0.0016614120827541101,0.006895245597940414,0.004360280770643765
96,0.009666153847081194,0.009261730791610093,0.0068334197903175825,0.03148636995799485,0.005968175477245943,0.01411615143606959,-0.009243393901325225,-0.004531812481372743,0.00015462466300453226,-0.002972378097672951
93,0.01170828651217476,0.0046278679736828365,0.00216856316120069,0.03514827212639639,0.010176706450396922,0.016963376469901315,-0.017307906906131793,-0.012483399372982401,-0.0023242501201141963,-0.009964738427124697
92,0.012717939911150153,0.010291764585056692,0.004023039029961581,0.0408454881822955,0.009969579847458138,0.021708397461602913,-0.0029050420161649965,-0.0017975339581340344,-0.0025844169699815456,-0.020456070976903912
91,0.008561628133737786,0.009865033849682528,0.004089207807220663,0.043679764429548185,0.005556178415846727,0.027119827015755604,-0.0038881980894959617,-0.004626433728585233,-0.00044859378503764313,-0.03153667176296626
90,0.002434513654861234,0.0092692846940029,0.0060991856958702295,0.04962074865954072,-0.0010397917300832143,0.02361771748026717,0.0015569985109589735,-0.014074124361614454,-0.0027439791011192594,-0.03354386590436628
89,-0.0051204568696457675,0.00948450764016262,0.009389966090792637,0.05492937626260226,0.008187341366913167,0.02927152808845923,0.005538658497130616,-0.013185252666916475,-0.0009817381878004516,-0.03913244210822964
86,-0.006809552079007991,0.009216261996624245,0.007008470621247723,0.052780219194559844,0.004407265083285122,0.030200599681692225,0.0048788240957431395,-0.013793348520312915,-0.009545504819501588,-0.04532887388645501
85,-0.00443398798947342,0.011139714684414354,0.005801991264922424,0.05593397096191467,0.008186005948825043,0.029910828493076608,0.0018612634926511995,-0.01949786272737883,-0.0030362930538989086,-0.04274022805937949
84,-0.003396208029890324,0.009339677502153698,-0.0012464520793660921,0.04534022416211722,0.0043911534112041906,0.029080388112297656,-0.0012926287573814255,-0.021596700138010683,0.0001938440373861483,-0.045675439362761056
83,-0.003061052510982043,0.007194165034941483,-0.00571467070921805,0.04881169414482259,0.0056356071264569985,0.030891687688053282,-0.007851421370294792,-0.011278660936499318,-0.0011794485639878838,-0.04345084679461675
82,-0.0038369780385845986,0.00967271589910182,-0.0026572650219280347,0.051664430624236285,0.007473219597032038,0.03135027026244859,-0.006940298964413519,-0.0055229643824002694,-0.002558134983196847,-0.04802613303886766
79,-0.0028357637053386675,0.010338551874438912,-0.014626405381438723,0.05097698693728117,0.008190756503297758,0.044749317330667435,-0.00899424596290159,-0.005937407925179633,-0.0014656595867242883,-0.05492045606053658
78,-0.004519839149309923,0.014176329575429983,-0.009853445143961082,0.05378625089758744,0.01291782546572233,0.03989696698356818,0.0013352467525820366,-0.007692601655538617,0.007315266078240734,-0.05741572973026321
77,-0.00720798716739543,0.01199645137985747,-0.0017851296610653516,0.05515375218045862,0.0011974325549589937,0.03296404966358234,0.01646075082296254,0.001496562655261352,0.009718922386450612,-0.04697033602082204
76,-0.009684422702881501,0.003486530819020034,0.0022328020093441148,0.049629181101777164,0.0068250854848675435,0.0261543176819182,0.0196877529646646,0.0008036093976433734,0.014123500178947757,-0.03860340843595242
75,-0.012870074770456652,-0.0008917433116913953,-0.002115370948573933,0.05669864024340583,0.00942766227991737,0.023963473151620757,0.011594982792289571,0.010068358129731503,0.01338615842501778,-0.03014665390727081
72,-0.021185012983525014,-0.0018924557567481237,-0.0004565105481562637,0.05641327604505464,0.01673051482719988,0.010772983379434026,0.005858828275572381,0.02334743657547364,0.008496409616040479,-0.02852249175325247
71,-0.0205839253430454,-0.0014744175986367292,0.004345284522551604,0.05895669230789327,0.019385678549262486,0.01555884006781963,0.0005119709110561893,0.01596721485263669,0.0003461396939546113,-0.0335524280624859
70,-0.017802059476576426,0.001445588213839638,0.009622577667771873,0.06326412948524544,0.017973231692130595,0.017125067310064662,0.001076921357288041,0.010323130910721595,0.005214961050973355,-0.02882061765472288
69,-0.018357905362544807,0.0025015638201562884,0.014139489182283235,0.057404935094221565,0.015596249552504327,0.017039207664639205,0.010856639091138681,0.006145394847093949,0.006996727869687691,-0.03059580311084631
68,-0.025754662548915924,0.017816852630042707,0.014881189997160024,0.04681604459418712,0.01668358019846379,0.015863115499119174,-0.007500428320450253,0.0071333872741111415,0.010405368632945222,-0.021909764923710384
65,-0.026198115668364025,0.01745129558758217,0.016367411724115294,0.048270616968245306,0.008998200880317456,0.006080767002763027,-0.011179471030761334,0.008294154762620465,-0.0010306141981126782,-0.021940728176656488
64,-0.017903958102426093,0.013591759955881536,0.00869944462599706,0.043697699084587566,0.0062807641590396784,0.01000623635668571,-0.013119605387065358,0.01406370171737481,-0.004916408842827735,-0.020474515430920603
63,-0.022511246975364496,0.01582326838894331,0.005402768619172632,0.04031666952011023,0.00023791913214903093,0.010389287567245692,-0.005764747859690292,0.025093050230146796,-0.005729773757145756,-0.02469554208120245
62,-0.020692338965701274,0.013420115773997668,0.008258920350263155,0.03763790570897951,-0.004473676960681003,0.0036202102465017205,0.0005791234692571201,0.03156817014538954,-0.009915786595652926,-0.027099020843914967
61,-0.015229206910857912,0.008867559826308102,0.00825351253020025,0.036944532066536126,-0.0002803403450309522,0.006746811027769722,0.0013856499560338104,0.03013886936698973,-0.003686349022611196,-0.017090811355542995
58,-0.01568519080129177,0.006441717639720623,0.005306339975168439,0.03874809033107254,0.004399384451970967,0.012487671802753758,0.010037012281348012,0.029463151367078805,-0.0063963034858430245,-0.011882139407120046
57,-0.01059991392828638,0.01166675811512749,0.0098084442583605,0.0383935219226218,0.012238659549109784,0.013396428225671525,0.01107419051244797,0.03617353390876052,-0.007617976765587925,-0.009064705428743824
56,-0.021520727475971807,0.009286207557736945,0.010875309992610896,0.027761951585829267,0.006771032344578848,0.016174800567045233,0.005591636534761996,0.03626842574901337,-0.003297213177851116,-0.005476480919152649
55,-0.01454190321414836,0.00173325451559099,0.006905757214138164,0.033099407271059436,0.010483756385793963,0.01321858134757431,0.012716332530330263,0.03544768781484242,-0.00497009980562646,-0.010426331690724988
54,-0.011903988388303144,0.015363481657764369,0.01621744329401137,0.03195562709715864,0.01000603755302451,0.013164394622551367,0.021826096601836528,0.03819873403309326,-0.009026331845038427,-0.009021691509801644
51,-0.031127999298834447,0.018589484638792703,0.018269541074395212,0.026481717657959508,0.006551831570243569,0.005819285349093789,0.02750830555548049,0.03626688270603676,-0.013743667172079505,-0.004096892094262783
50,-0.032427295465403905,0.012076681339072387,0.013935372268385107,0.020829320102473584,0.004227687104027794,0.02280033777058857,0.026968901467396444,0.03697868217781913,-0.023640759787392523,-0.009023465454937096
49,-0.019941317499834493,0.015939819010647435,0.013473575393614518,0.01819680845355401,0.006311505010522911,0.021885313291657854,0.04296952776338446,0.04312792606740845,-0.020912431532912057,-0.009385468589415219
48,-0.01865986117217938,0.02132714833704999,0.009283592901953575,0.011631935445462843,0.0037383795229116723,0.027121711172990753,0.043459354883661885,0.04537767514340141,-0.016858165493696398,-0.014067484058500834
47,-0.017848019157641698,0.01650012292413941,0.011013056626214962,0.004153620115567108,0.002390716453034014,0.02453995158104913,0.03513732599501357,0.04982245320349374,-0.012914172105445654,-0.018840681421877725
44,-0.025792473824965828,0.011601990806281562,0.012251959988001812,0.005673230841740845,-0.0011165775766240338,0.026554957596329587,0.035127789552023114,0.050947483078714134,0.0013145276939534045,-0.017752727833742987
43,-0.029769869318870712,0.021623567097811117,0.007191533257135133,0.00030550538206503,-0.008736300320582008,0.020401862082873368,0.040760789399271566,0.05629124985075709,0.00046184487451028655,-0.01990161585924305
42,-0.0288786516988018,0.02039280429114132,0.005815423179915596,0.0013354976328603385,-0.006929102221320704,0.021929745152794278,0.037921233271956234,0.04849673235594676,-0.004458911950166844,-0.014882611713870786
41,-0.03430454049133638,0.018313546310044365,0.010606730154030464,0.005170215389648708,-0.00022067688936114327,0.012388406715614031,0.029477720740433005,0.05123910988022022,-0.006344523828551107,-0.01712054623626541
40,-0.028183453492585497,0.021112115604662543,0.007894093825469448,0.007993985971000539,-0.0012372647321773483,0.01156676748694474,0.02345435544339583,0.048807032980316745,-0.013619303258860543,-0.01939453612904657
37,-0.027576229583409995,0.007477458123801156,0.006275641360261999,0.005487208370066582,0.0057698922732010716,0.010936472432934247,0.03270531774636984,0.03898748898276716,-0.008936259561184656,-0.032758271455554655
36,-0.025315819160633413,0.009566704465640632,0.004191120206936558,0.00017899691282768915,0.007362513371577867,0.005692014656749261,0.03157178971374147,0.027933056436718617,-0.01278157345540562,-0.028163753512477352
35,-0.026708276311012802,0.002378986239121861,0.0009788925830667983,0.001924244846098988,0.004794813558101074,0.0025822959932916,0.02712679620908838,0.022146936564420128,-0.016285656618017397,-0.028616430977098734
34,-0.030706704432397564,-0.0034383252933007924,-0.0044286495192966124,0.007341308797578078,-0.004453243712363025,-0.0073850772092727834,0.027772088882089846,0.021389850379891523,-0.011988155743291762,-0.02838730886834462
33,-0.03399659831000321,0.005074349091209518,-0.0010855124485996542,0.004924941336411137,-0.00813402715394479,-0.007310029400603074,0.02379840084277389,0.009885186856896488,-0.01971320599254639,-0.030504225918846467
30,-0.03597828715679005,0.0024959187655497483,-0.0035069602411199607,0.0025998973547784465,-0.0010985610617801622,-0.010085166580232202,0.018958094040554235,0.005289645224646006,-0.019165774148344694,-0.02541753037710287
29,-0.04074148143107398,-0.01147026610885507,-0.0015755183729338068,-0.003452611163005881,-0.006012718284330698,-0.0031728771120140553,0.019657962583430458,0.013883486477215434,-0.021989287801430335,-0.032411196904819944
28,-0.05096294411571556,-0.01834667414763791,0.0033494200826108683,-0.00557941883498303,0.006211290666160718,-0.006158293040162632,0.011060702780543413,0.02052875216315464,-0.01782302058630142,-0.027265758097297088
27,-0.05098707620265128,-0.014879953589053474,0.0005393390445187773,-0.007657612444857076,0.004672885331546667,-0.009128374812242462,0.01698640785536837,0.016956394126985685,-0.01837911550548449,-0.015002324980440379
26,-0.05462453737079617,-0.0219766360741733,0.0005871484572536889,-0.013195899249449194,0.00944166192385898,-0.013891644102422135,0.025488873078499397,0.022591822225046687,-0.011219671463509606,-0.009253245075578564
23,-0.0587575315901554,-0.00915003763139155,-0.00022607224115558933,-0.011486412325874357,0.012081124665299064,-0.005631914321017839,0.023489796760931658,0.01943609623777845,-0.007660059412426229,-0.005108580790759765
22,-0.05811763464355632,-0.010339818146730961,-0.004265829669343593,-0.009411946859819997,0.011053255471433487,-0.010341925918375378,0.026237885490313945,0.024722417010251407,-0.0030172972071809134,-0.008082967888513204
21,-0.06837837635599794,-0.013984249446858138,-0.018557828472415494,0.001082624758817985,0.010903868928091393,-0.014553408215339625,0.026739255941715015,0.03843050730309172,-0.014262218314407077,-0.011175634517961802
20,-0.05925006236522204,-0.0226015082961194,-0.02420066462920567,0.0069079249689102395,0.017816370549170665,-0.004999529957558174,0.02176933625243864,0.04421250920027975,-0.016001646559360205,-0.017940571517581494
19,-0.054164664909724436,-0.025904369899176466,-0.028535896878867234,0.012821001195761295,0.016095403660907143,0.008988851036964868,0.026512558747840545,0.03409779066644,-0.019621397455028222,-0.015790216776852994
16,-0.052018770005764936,-0.019478754808584686,-0.031225919088068987,0.021459959110036203,0.003707199792977775,0.0031173106574008125,0.02108362638443531,0.039389722748968126,-0.009270805286252126,
15,-0.054051922893709886,-0.019844400980507743,-0.025748343807139334,0.02691483934683997,0.008464134055943567,-0.003343869544950223,0.019650513202309594,0.045367123534112874,-0.01083693977328501,
14,-0.05038711414742694,-0.021821488559126218,-0.025518354939825544,0.027990793682608026,0.02077980027074687,-0.004496759060010291,0.0120372937174366,0.05151909793741766,-0.013331004014665193,
13,-0.05174973817829198,-0.02835904942265377,-0.020523904157227046,0.021983529958379322,0.02190061516328018,-0.007927668260904935,0.004043873218576091,0.05297811191908551,-0.02104831752500727,
12,-0.049036339711688776,-0.023865461300312696,-0.019664062030453733,0.02094199163164076,0.023853911810087766,-0.0011812578008023877,0.004514937402278055,0.046429917598403064,-0.01981896843296982,
9,-0.05086301065092855,-0.02657407990052313,-0.017658936391177993,0.018940337327205417,0.0289682210431631,0.0006170740578496925,0.005630666705274678,0.0420399983629679,-0.023122212298743422,
8,-0.05430395595990334,-0.022733350099402333,-0.014757471424668933,0.024926885625639578,0.02692908119825907,0.004760706658595709,-0.004095142777658892,0.040350794415251134,-0.026577107811167983,
7,-0.050724001474661384,-0.014500664926754336,-0.013548755638935844,0.020189683991223395,0.023699467081965908,0.004708927371139593,-0.010091383222193079,0.033537957873743,-0.018444808171285743,
6,-0.04251668725001853,-0.02011769468197011,-0.013594608742850789,0.023438142282810534,0.03383176573119097,0.012584067952606887,-0.01166419463042681,0.025884326015251397,-0.01203932170564484,
5,-0.03516764136980735,-0.015263518973794798,-0.021617895929688352,0.02184371027338719,0.03953793339212126,0.017768343225116667,-0.011961874864513666,0.018778027789678686,-0.011841205608640215,
2,-0.027585311309104882,-0.008856872945580185,-0.00786823756771432,0.021251747291426343,0.042160789069798754,0.01340482191829409,-0.005901689823560999,0.016505109362646486,-0.002094915285648341,
1,-0.028264846623347523,-0.0068233433169995195,-0.0010539539253997393,0.02679100533898293,0.04582068446186249,0.017011944632807974,-0.008412958034882692,0.017092998611168225,-0.007306755894313927,
