_dtn,Sep17-Dec17,Sep18-Dec18,Sep19-Dec19,Sep20-Dec20,Sep21-Dec21,Sep22-Dec22,Sep23-Dec23,Sep24-Dec24,Sep25-Dec25,Sep26-Dec26
120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
119,-0.009342148727025823,0.010517008901003044,-0.0008976059363760003,0.004761541588909568,0.004762097263432796,-0.01506540906762227,0.0012596069534594467,0.0016572760754603455,-0.010703368326910212,0.00018588624571297396
118,-0.006728414729848087,0.017488501367588893,0.0013309428651921973,-0.003451780676188676,0.016465768528693303,-0.007700511760399764,0.00011276197369936014,0.01094492862417279,-0.0019307498816056867,-0.00921120459315955
117,-0.012521560789742037,0.023545260528686496,0.0068383545066017515,0.002101334553598011,0.007553633518524727,0.0036065639385359227,0.005594587044068289,-7.007203148096108e-05,0.01108303854058057,-0.006290354129142139
114,-0.0026903991360653357,0.023818837431748008,-0.0013421545797861478,-0.012326124692548845,0.0061535966368119754,0.021273390922764368,-0.003903756105929135,-0.004169436551423933,0.012637231182792696,-0.011005697147301374
113,0.011919218144587185,0.044381610890411094,0.0006646854441423322,-0.00971753620465926,-0.002495473260223424,0.016868095451096965,-0.0025442363967957404,-0.0005742703225286583,0.011380739181847566,-0.017526265958950904
112,0.02586687872171417,0.0439961019621512,0.006006669395374864,-0.01681673397411021,0.009698897881138702,0.018708573895484137,-0.0006631054252512758,0.005612589976185356,0.013778024074052597,-0.01750398603647768
111,0.025863851251053394,0.05038282817240791,0.016411887780075907,-0.012672016696456623,0.01605277553769041,0.011300078543260483,-0.013028579217707892,-0.000434623703433501,0.01825449723136191,-0.02037107537250038
110,0.027594013067606393,0.05844218722055039,0.02814078231410827,-0.009656445719095963,0.01192281065594386,0.01134313185592467,-0.010581044730495981,-0.002141116811071153,0.018720570524729696,-0.012478741727829756
107,0.036701798120875095,0.058005554559625416,0.02893937258490148,-0.01246149416388681,0.01259575888772918,0.009494100437385022,-0.012315447842633054,0.011973372197633891,0.019538459496027782,-0.011458550664048106
