obs_date,turn_premium_ann_pct
2016-09-21,0.09711980296575673
2016-09-22,0.09699836246869697
2016-09-23,0.09547493536913843
2016-09-26,0.09495878802517099
2016-09-27,0.0952287279260795
2016-09-28,0.09543425452765408
2016-09-29,0.09596496884882333
2016-09-30,0.09580735538595775
2016-10-03,0.04643482027426238
2016-10-04,0.05126894951779093
2016-10-05,0.0541532099616866
2016-10-06,0.05803303038602303
2016-10-07,0.06102324351943844
2016-10-10,0.0695015936689467
2016-10-11,0.07138540077992905
2016-10-12,0.07465508231628126
2016-10-13,0.07793762444760288
2016-10-14,0.08093190230130665
2016-10-17,0.08954225233238411
2016-10-18,0.09263511047175044
2016-10-19,0.09499880592117504
2016-10-20,0.09726348405977214
2016-10-21,0.1009368032472504
2016-10-24,0.09958778777389465
2016-10-25,0.10004142666750004
2016-10-26,0.10037272964840005
2016-10-27,0.09986125646988242
2016-10-28,0.10015796157344292
2016-10-31,0.1002495786728872
2016-11-01,0.045878353212403855
2016-11-02,0.0483527894900635
2016-11-03,0.051845184505394215
2016-11-04,0.05549867010174925
2016-11-07,0.061827264280876815
2016-11-08,0.06496950951212854
2016-11-09,0.0674694479426945
2016-11-10,0.0704924949002459
2016-11-11,0.07288936798630807
2016-11-14,0.08160753250068575
2016-11-15,0.08397168268319133
2016-11-16,0.08648874576935572
2016-11-17,0.08824361384096147
2016-11-18,0.0911544313622783
2016-11-21,0.09986054461285976
2016-11-22,0.09966541806956952
2016-11-23,0.09939230320503567
2016-11-24,0.09938525821898514
2016-11-25,0.1006936565626817
2016-11-28,0.10163611926263183
2016-11-29,0.10217233971113826
2016-11-30,0.1036984494289328
2016-12-01,0.10463879737816884
2016-12-02,0.0771644580432338
2016-12-05,0.0945083454451332
2016-12-06,0.09894814098607219
2016-12-07,0.10520253775771637
2016-12-08,0.10391229569224292
2016-12-09,0.10374507344582495
2016-12-12,0.10452240257314971
2016-12-13,0.10420599831382615
2016-12-14,0.10327311217469948
2016-12-15,0.06862231115834883
2016-12-16,0.03309143143846516
2016-12-19,-0.07256316756148662
2016-12-20,-0.1074154378690606
2017-09-20,0.08646719798170954
2017-09-21,0.08679373678219227
2017-09-22,0.08607420751077477
2017-09-25,0.08534875647192908
2017-09-26,0.08598445601522053
2017-09-27,0.08568105879596044
2017-09-28,0.08567536668473896
2017-09-29,0.08604071774675792
2017-10-02,0.0399225976577926
2017-10-03,0.041725294397280566
2017-10-04,0.044268040419194854
2017-10-05,0.04701762965171219
2017-10-06,0.04982797910982839
2017-10-09,0.05742954968318137
2017-10-10,0.060491019130803236
2017-10-11,0.06350443385620208
2017-10-12,0.06631962915584788
2017-10-13,0.06876170325834607
2017-10-16,0.07661162442462466
2017-10-17,0.0782606915212154
2017-10-18,0.08037097605426857
2017-10-19,0.08376741768181839
2017-10-20,0.08686128081462519
2017-10-23,0.08682744145394916
