obs_date,turn_premium_ann_pct
2016-09-21,0.07395563068273026
2016-09-22,0.07378023699899705
2016-09-23,0.07365498542613547
2016-09-26,0.0737421785480552
2016-09-27,0.07361226410614352
2016-09-28,0.07355647772988361
2016-09-29,0.07359323533451712
2016-09-30,0.07379536377726925
2016-10-03,0.030859859809748147
2016-10-04,0.03321399488527166
2016-10-05,0.035636432308369326
2016-10-06,0.03806260477444234
2016-10-07,0.04024571283606804
2016-10-10,0.04709256945804108
2016-10-11,0.04934043089152851
2016-10-12,0.0516373876893681
2016-10-13,0.054169972779908426
2016-10-14,0.05637973949130459
2016-10-17,0.06341439106488767
2016-10-18,0.06579953537885364
2016-10-19,0.06815365496852654
2016-10-20,0.07070515613380735
2016-10-21,0.07293092406693225
2016-10-24,0.0728524184611068
2016-10-25,0.07296585478158646
2016-10-26,0.07314185260329731
2016-10-27,0.07302299650422572
2016-10-28,0.07272055944097544
2016-10-31,0.07286179242182989
2016-11-01,0.027040118508503297
2016-11-02,0.02928587792462789
2016-11-03,0.031494852837091525
2016-11-04,0.033979156799481824
2016-11-07,0.04100513168442499
2016-11-08,0.04331232120375805
2016-11-09,0.04596912011262455
2016-11-10,0.0480205455437428
2016-11-11,0.0506802295258304
2016-11-14,0.05744556756844754
2016-11-15,0.06000762813268912
2016-11-16,0.06203214111669986
2016-11-17,0.06458701894343455
2016-11-18,0.0666975198987464
2016-11-21,0.07325342673612134
2016-11-22,0.07345187119727736
2016-11-23,0.07324782661930229
2016-11-24,0.07318238449056547
2016-11-25,0.07309613967642503
2016-11-28,0.07301606601058408
2016-11-29,0.07334281715000879
2016-11-30,0.0732861243186882
2016-12-01,0.07370040887515805
2016-12-02,0.05146796719733815
2016-12-05,0.06484529003944095
2016-12-06,0.06927970464895172
2016-12-07,0.07367922346896671
2016-12-08,0.07386995246955985
2016-12-09,0.07445997513595781
2016-12-12,0.07441869744786023
2016-12-13,0.07460544200959296
2016-12-14,0.07485061608154231
2016-12-15,0.09021048639056728
2016-12-16,0.1058984135206611
2016-12-19,0.1563018946563075
2016-12-20,0.16913709084512685
2017-09-20,0.07018593399709738
2017-09-21,0.07040982671570406
2017-09-22,0.07048724989579092
2017-09-25,0.07017252437190713
2017-09-26,0.07017096606128348
2017-09-27,0.07035158371903671
2017-09-28,0.07063837788257521
2017-09-29,0.07115368594218285
2017-10-02,0.03200515992278241
2017-10-03,0.0339748724302551
2017-10-04,0.03552685770277142
2017-10-05,0.03733175215016504
2017-10-06,0.03929587374546517
2017-10-09,0.0457452172267061
2017-10-10,0.04845812610530498
2017-10-11,0.049908319046465976
2017-10-12,0.052042977423736536
2017-10-13,0.054154863654289453
2017-10-16,0.060468475858631354
2017-10-17,0.06279813909027587
2017-10-18,0.06485300457371612
2017-10-19,0.06711720246074293
2017-10-20,0.0695793318975575
2017-10-23,0.06928488496491925
2017-10-24,0.0692657367151639
2017-10-25,0.06902915075980998
2017-10-26,0.06906557491866394
2017-10-27,0.06910779458805094
2017-10-30,0.0690199490031349
2017-10-31,0.06929936269891979
2017-11-01,0.028824704890610287
2017-11-02,0.03079405833264648
2017-11-03,0.03272799243232205
2017-11-06,0.039003148681891586
2017-11-07,0.040756670624881086
2017-11-08,0.0432696120626761
2017-11-09,0.0453381754499822
2017-11-10,0.047761755541059214
2017-11-13,0.054405896250406593
2017-11-14,0.05605624785229013
2017-11-15,0.058787230291339476
2017-11-16,0.06063141410249573
2017-11-17,0.06230826540470358
2017-11-20,0.06820490646330213
2017-11-21,0.06832282123338196
2017-11-22,0.06835545993479408
2017-11-23,0.06824955032101176
2017-11-24,0.06833002942628186
2017-11-27,0.06832044001429205
2017-11-28,0.06805440749726543
2017-11-29,0.06771860886647363
2017-11-30,0.0679978239837864
2017-12-01,0.06899078469366193
2017-12-04,0.0604654465058625
2017-12-05,0.06441173456996985
2017-12-06,0.06874041241071183
2017-12-07,0.0685934931923381
2017-12-08,0.06868502612109117
2017-12-11,0.06864024812808522
2017-12-12,0.06862810722898627
2017-12-13,0.06860678267161324
2017-12-14,0.08034180598540264
2017-12-15,0.09426589025161025
