obs_date,turn_premium_ann_pct
2016-09-21,0.13353761936700437
2016-09-22,0.13108069195655725
2016-09-23,0.12989447751279792
2016-09-26,0.129869765123805
2016-09-27,0.1302177476678641
2016-09-28,0.12890724140475163
2016-09-29,0.1317726463085922
2016-09-30,0.13072721032032364
2016-10-03,0.07431924261689815
2016-10-04,0.07778287226747116
2016-10-05,0.08178831571470369
2016-10-06,0.08408266914307738
2016-10-07,0.08725920898969486
2016-10-10,0.09565552339965411
2016-10-11,0.09964776784295593
2016-10-12,0.10455915411591121
2016-10-13,0.10755604564744647
2016-10-14,0.10704854652567164
2016-10-17,0.11548160713254774
2016-10-18,0.11801650704003741
2016-10-19,0.12199061912428277
2016-10-20,0.12686172405496343
2016-10-21,0.1345861846446308
2016-10-24,0.13756580985005584
2016-10-25,0.13457112857439046
2016-10-26,0.13809737863939464
2016-10-27,0.13862169990196627
2016-10-28,0.13911282939875225
2016-10-31,0.13719260613846185
2016-11-01,0.07552320806472501
2016-11-02,0.07845069398066595
2016-11-03,0.08043752498588219
2016-11-04,0.0838548267332957
2016-11-07,0.09342533937050312
2016-11-08,0.09873968755497042
2016-11-09,0.10271830779887026
2016-11-10,0.10723564684627007
2016-11-11,0.11231324169847845
2016-11-14,0.1221931382030279
2016-11-15,0.1243419426586092
2016-11-16,0.13146803914042238
2016-11-17,0.1346622212336417
2016-11-18,0.13904612883680745
2016-11-21,0.14414995912206674
2016-11-22,0.14435140154527115
2016-11-23,0.1433643494355099
2016-11-24,0.14219732714159328
2016-11-25,0.14269353514232286
2016-11-28,0.14485472204673844
2016-11-29,0.1451587677126751
2016-11-30,0.14586061230932046
2016-12-01,0.14572525391686586
2016-12-02,0.11234749321883353
2016-12-05,0.13284706705885174
2016-12-06,0.13911656449113696
2016-12-07,0.14291977904608366
2016-12-08,0.14326716578174636
2016-12-09,0.14659182817173733
2016-12-12,0.14535484796188314
2016-12-13,0.14259736434008907
2016-12-14,0.142075939983064
2016-12-15,0.08826158711430665
2016-12-16,0.035165084825685256
2016-12-19,-0.12557556587989893
2016-12-20,-0.18261364182019157
2017-09-20,0.15385578775384445
2017-09-21,0.15607967342295748
2017-09-22,0.15453306089980767
2017-09-25,0.15231439634478505
2017-09-26,0.1559110044061809
2017-09-27,0.15565920907188335
2017-09-28,0.15560092888610733
2017-09-29,0.1516751525746045
2017-10-02,0.09842652099870541
2017-10-03,0.10421052013926957
2017-10-04,0.10615585974093822
2017-10-05,0.1120916397786269
2017-10-06,0.11476543917133508
2017-10-09,0.12040038222486427
2017-10-10,0.12166627369018723
2017-10-11,0.1266944093877056
2017-10-12,0.13278482774582923
2017-10-13,0.1369168377720973
2017-10-16,0.14382287421010886
2017-10-17,0.1471216911985609
2017-10-18,0.15727872854188707
2017-10-19,0.15998007158072713
2017-10-20,0.16147323454393447
2017-10-23,0.15922411137930048
2017-10-24,0.15622603349225184
2017-10-25,0.15450438740844508
2017-10-26,0.15417100780294124
2017-10-27,0.15700421862177372
2017-10-30,0.1565060535353604
2017-10-31,0.15852655430978757
2017-11-01,0.10520518552563196
2017-11-02,0.10427254129407437
2017-11-03,0.10680209118696382
2017-11-06,0.11597300201428418
2017-11-07,0.12126489298788545
2017-11-08,0.1251529392974957
2017-11-09,0.12894304922652022
2017-11-10,0.1302385466215945
2017-11-13,0.14247179776562824
2017-11-14,0.14429981345609644
2017-11-15,0.1489077148063389
2017-11-16,0.15016600537381475
2017-11-17,0.15330230911852638
2017-11-20,0.15876544317241414
2017-11-21,0.15796271993288524
2017-11-22,0.15531078038931856
2017-11-23,0.15646989543300283
2017-11-24,0.15468721067855018
2017-11-27,0.15406483784475355
2017-11-28,0.15235850139073026
2017-11-29,0.15909797129384717
2017-11-30,0.15417527501071504
2017-12-01,0.1554525837891978
2017-12-04,0.15113984482113985
2017-12-05,0.15838878532833434
2017-12-06,0.16557165842236188
2017-12-07,0.1643894447929526
2017-12-08,0.16182306508631594
2017-12-11,0.15727382604273288
2017-12-12,0.1564858419658881
2017-12-13,0.1560355707146588
2017-12-14,0.09837367680752784
2017-12-15,0.04058689029583373
2017-12-18,-0.13421755778786348
2017-12-19,-0.19247023686654607
2018-09-19,0.16977937741010418
2018-09-20,0.16615905132573516
2018-09-21,0.16857557842451154
2018-09-24,0.16570437529510684
2018-09-25,0.1616768355234397
2018-09-26,0.16222482255009663
2018-09-27,0.16286454289940444
2018-09-28,0.16176119846951842
2018-10-01,0.16193936231591977
