obs_date,turn_premium_ann_pct
2016-09-21,
2016-09-22,
2016-09-23,
2016-09-26,
2016-09-27,
2016-09-28,
2016-09-29,
2016-09-30,
2016-10-03,
2016-10-04,
2016-10-05,
2016-10-06,
2016-10-07,
2016-10-10,
2016-10-11,
2016-10-12,
2016-10-13,
2016-10-14,
2016-10-17,
2016-10-18,
2016-10-19,
2016-10-20,
2016-10-21,
2016-10-24,
2016-10-25,
2016-10-26,
2016-10-27,
2016-10-28,
2016-10-31,
2016-11-01,
2016-11-02,
2016-11-03,
2016-11-04,
2016-11-07,
2016-11-08,
2016-11-09,
2016-11-10,
2016-11-11,
2016-11-14,
2016-11-15,
2016-11-16,
2016-11-17,
2016-11-18,-0.22713210119504912
2016-11-21,-0.23049099149037966
2016-11-22,-0.16766974047375283
2016-11-23,-0.21247642297698976
2016-11-24,-0.17396200196312583
2016-11-25,-0.23252980844764126
2016-11-28,-0.13193595754315357
2016-11-29,-0.19656892576651308
2016-11-30,-0.15196944009449243
2016-12-01,-0.17395076036785206
2016-12-02,-0.24324331113839892
2016-12-05,-0.20116088528652232
2016-12-06,-0.1492568942918513
2016-12-07,-0.16311280511288806
2016-12-08,-0.19673391556248143
2016-12-09,-0.2232807618886734
2016-12-12,-0.10525421980853733
2016-12-13,-0.16658240433572002
2016-12-14,-0.1193483214913229
2016-12-15,-0.10891411409526652
2016-12-16,-0.14002844655043978
2016-12-19,-0.10987719782189198
2016-12-20,-0.057391712845730636
2017-09-20,0.4588805505740568
2017-09-21,0.4370172598646621
2017-09-22,0.40308703639678034
2017-09-25,0.4170659130441039
2017-09-26,0.3717094395360202
2017-09-27,0.43484538493730784
2017-09-28,0.3114701620940523
2017-09-29,0.19898120621604165
2017-10-02,0.07397264756341337
2017-10-03,0.16573123264290301
2017-10-04,0.17176028421939227
2017-10-05,0.15081278172850876
2017-10-06,0.17426864000054165
2017-10-09,0.18969992941473435
2017-10-10,0.2545828238387374
2017-10-11,0.23162852574203074
2017-10-12,0.13135372351705898
2017-10-13,0.038237270862529815
2017-10-16,0.03264455965682089
2017-10-17,0.037641424694168535
2017-10-18,0.03195804604587271
2017-10-19,-0.07162244100404846
2017-10-20,-0.10872842551945061
2017-10-23,-0.1520437393059384
2017-10-24,-0.12644257565513484
2017-10-25,-0.09932531984337456
2017-10-26,-0.10481891439007152
2017-10-27,-0.10182481358842999
2017-10-30,-0.16526398196828973
2017-10-31,-0.23981317828703452
2017-11-01,-0.3866543277759299
2017-11-02,-0.3425496430348407
2017-11-03,-0.3397997091078082
2017-11-06,-0.37396648902831386
2017-11-07,-0.38149743301440675
2017-11-08,-0.4442813770592141
2017-11-09,-0.37903099383116445
2017-11-10,-0.4480221695268922
2017-11-13,-0.6099231195825167
2017-11-14,-0.5901446880095738
2017-11-15,-0.5329014239376585
2017-11-16,-0.6529821446491318
2017-11-17,-0.710977530393089
2017-11-20,-0.676001451746834
2017-11-21,-0.6784679776650255
2017-11-22,-0.6580784342669823
2017-11-23,-0.7849330339566781
2017-11-24,-0.819335150580759
2017-11-27,-0.7588211262516379
2017-11-28,-0.7513780850032931
2017-11-29,-0.6709254559570085
2017-11-30,-0.7407985703785002
2017-12-01,-0.8251293081122423
2017-12-04,-0.7514284227787354
2017-12-05,-0.7579338693836176
2017-12-06,-0.7496254442485687
2017-12-07,-0.7910121951287611
2017-12-08,-0.8249990163191953
2017-12-11,-0.7661804091094299
2017-12-12,-0.7038715788954718
2017-12-13,-0.6901538911727684
2017-12-14,-0.6425092281514336
2017-12-15,-0.62370406477053
2017-12-18,-0.5468702667774393
2017-12-19,-0.6157477220653292
2018-09-19,0.6654277496570438
2018-09-20,0.7492822567151882
2018-09-21,0.8069442309670599
2018-09-24,0.8625439382431712
2018-09-25,0.8252162756112464
2018-09-26,0.910024775552499
2018-09-27,0.9522502389554648
2018-09-28,0.9114212240922693
2018-10-01,0.8999039045192072
2018-10-02,0.7637447249851483
2018-10-03,0.7781983158718845
2018-10-04,0.7382507223052769
2018-10-05,0.6595144749016081
2018-10-08,0.7433107507504911
2018-10-09,0.7002274348897745
