obs_date,fv_gap_ann_pct
2016-08-29,0.29984032878382055
2016-08-30,0.27364542450772544
2016-08-31,0.27501651575125613
2016-09-01,0.3272651603355109
2016-09-02,0.3092592046361208
2016-09-05,0.34508218622616643
2016-09-06,0.3515801750627153
2016-09-07,0.3371173952189672
2016-09-08,0.34677639742705346
2016-09-09,0.3725884341143095
2016-09-12,0.35958675661464456
2016-09-13,0.3443849159499482
2016-09-14,0.3145807324483361
2016-09-15,0.26411245399395755
2016-09-16,0.2974438379942995
2016-09-19,0.2662092551793803
2016-09-20,0.2655369693180113
2016-09-21,0.39322237023642437
2016-09-22,0.37293270864469874
2016-09-23,0.34427480925867127
2016-09-26,0.3583974840089733
2016-09-27,0.3899556077781692
2016-09-28,0.435893103589272
2016-09-29,0.396922616035961
2016-09-30,0.38902460087960283
2016-10-03,0.35249675112382517
2016-10-04,0.37201842387243483
2016-10-05,0.39430800003657007
2016-10-06,0.43986437729584993
2016-10-07,0.46499856353608016
2016-10-10,0.43992782783146683
2016-10-11,0.46467378919729596
2016-10-12,0.465749817035072
2016-10-13,0.4782871253811542
2016-10-14,0.4731009904374415
2016-10-17,0.43154022281365845
2016-10-18,0.4200682549971716
2016-10-19,0.35911016163102977
2016-10-20,0.3688941730263716
2016-10-21,0.32999647588857445
2016-10-24,0.33935209928591803
2016-10-25,0.34604759235709404
2016-10-26,0.3429021695248892
2016-10-27,0.29068936909198667
2016-10-28,0.3267477140581625
2016-10-31,0.3678590979579226
2016-11-01,0.29597824507724163
2016-11-02,0.3075769047920885
2016-11-03,0.29793565944933303
2016-11-04,0.3021449207103277
2016-11-07,0.31628989044300704
2016-11-08,0.3366359677711589
2016-11-09,0.35098263695863485
2016-11-10,0.37375612961395066
2016-11-11,0.40436337420871094
2016-11-14,0.42150606704212373
2016-11-15,0.42817540807638177
2016-11-16,0.4805288923531739
2016-11-17,0.49370425225819536
2016-11-18,0.5131008991020303
2016-11-21,0.5080487604736948
2016-11-22,0.49643377587827653
2016-11-23,0.518616010351613
2016-11-24,0.5009078486075937
2016-11-25,0.5606051987598372
2016-11-28,0.5221029779337483
2016-11-29,0.5768858815576525
2016-11-30,0.5450167933212238
2016-12-01,0.5735395308138391
2016-12-02,0.5187720029575106
2016-12-05,0.541625930011203
2016-12-06,0.5352152880539931
2016-12-07,0.5888903310777042
2016-12-08,0.5424407733303888
2016-12-09,0.5395545677274391
2016-12-12,0.535754960166161
2016-12-13,0.5019014413545274
2016-12-14,0.5319219992613018
2016-12-15,0.5703173096264638
2016-12-16,0.5808584369681737
2016-12-19,0.5500062234939449
2016-12-20,0.48217980302202823
2016-12-21,0.3574974408268507
2016-12-22,0.37682880097549654
2016-12-23,0.3552602316073036
2016-12-26,0.3581643278724673
2016-12-27,0.4117073232324777
2016-12-28,0.4068822418958099
2016-12-29,0.42935510306031155
2016-12-30,0.38486526835509094
2017-01-02,0.389434389522748
2017-01-03,0.46211419913558915
2017-01-04,0.4763030953994532
2017-01-05,0.44567472394983443
2017-01-06,0.4297712971776533
2017-01-09,0.44607065250157096
2017-01-10,0.4700877679057919
2017-01-11,0.44962340765736686
2017-01-12,0.44463116323100116
2017-01-13,0.4050561990501865
2017-01-16,0.37374795927243987
2017-01-17,0.35989930004754866
2017-01-18,0.42006942109658235
2017-01-19,0.4349002526119013
2017-01-20,0.4480761215576398
2017-01-23,0.46590813395437036
2017-01-24,0.5086946672851632
2017-01-25,0.5627447851574985
2017-01-26,0.5208067239893982
2017-01-27,0.5091178476355569
2017-01-30,0.5591652241821689
2017-01-31,0.48975963914637805
2017-02-01,0.5220852261200553
2017-02-02,0.5017182595986557
2017-02-03,0.5347176485966014
2017-02-06,0.5680353769148035
2017-02-07,0.6057451966300538
2017-02-08,0.6042725481874782
2017-02-09,0.6143178956494898
2017-02-10,0.6021486479823274
2017-02-13,0.5821826289715532
2017-02-14,0.6205488916583173
2017-02-15,0.612600712056133
2017-02-16,0.600127029055967
2017-02-17,0.6465659936468786
2017-02-20,0.6678510298299479
2017-02-21,0.62128064913045
2017-02-22,0.640887884873631
2017-02-23,0.6100942721434945
2017-02-24,0.5839105377074536
2017-02-27,0.5448056850766831
2017-02-28,0.5069088008590663
2017-03-01,0.5076726662182312
2017-03-02,0.47465342133119515
2017-03-03,0.5460519390015035
2017-03-06,0.569247095355652
2017-03-07,0.5589019467772705
2017-03-08,0.6023222181665517
2017-03-09,0.586140157192711
2017-03-10,0.5363576068723627
2017-03-13,0.4591580602459001
2017-03-14,0.5279850514794234
2017-03-15,0.5842933148315693
2017-03-16,0.5894659874814594
2017-03-17,0.6049104128587094
2017-03-20,0.6752305968764512
2017-03-21,0.6860799742295215
2017-03-22,0.6892189817859325
2017-03-23,0.6227421029733182
2017-03-24,0.6240187939284536
2017-03-27,0.658068141405292
2017-03-28,0.6368137837441916
2017-03-29,0.6240611815702148
2017-03-30,0.6075776602816377
2017-03-31,0.6271469067774808
2017-04-03,0.6436236324718382
2017-04-04,0.6351326292292261
2017-04-05,0.660202810717473
2017-04-06,0.6613369728614712
2017-04-07,0.6501365984681543
2017-04-10,0.6430318102443585
2017-04-11,0.6372423350441118
2017-04-12,0.6086779553278873
2017-04-13,0.668947049425756
2017-04-14,0.603657583173754
2017-04-17,0.5620829362856329
2017-04-18,0.615811522763879
2017-04-19,0.596568213641269
2017-04-20,0.5998011516051898
2017-04-21,0.5690860942353492
2017-04-24,0.5907733664822624
2017-04-25,0.5654925941935612
2017-04-26,0.5424306432564738
2017-04-27,0.5373883628470315
2017-04-28,0.5327589456198251
2017-05-01,0.5544926048306237
2017-05-02,0.5475229358951939
2017-05-03,0.5264170816368622
2017-05-04,0.508829194445357
2017-05-05,0.5320760625734796
2017-05-08,0.5706346773414068
2017-05-09,0.5264080887180824
2017-05-10,0.4917601975984299
2017-05-11,0.513721509714534
2017-05-12,0.5353826174029883
2017-05-15,0.5747291348476657
2017-05-16,0.547623238687909
2017-05-17,0.5466950351892896
2017-05-18,0.5213410531174958
2017-05-19,0.5233113091587644
2017-05-22,0.5036923717415215
2017-05-23,0.48329865354588303
2017-05-24,0.5001637391610454
2017-05-25,0.47322040299395235
2017-05-26,0.46633675216655956
2017-05-29,0.45337798455585676
2017-05-30,0.4556289168474353
2017-05-31,0.44520702125711675
2017-06-01,0.4693924236619268
2017-06-02,0.45934208015070166
2017-06-05,0.5043544159069498
2017-06-06,0.4608525763977905
2017-06-07,0.49955635442649843
2017-06-08,0.4894576117410234
2017-06-09,0.5073204177372499
2017-06-12,0.4461130922925102
2017-06-13,0.4560696381242161
2017-06-14,0.4423664646046986
2017-06-15,0.40776744557999883
2017-06-16,0.4561089996711483
2017-06-19,0.4227949840263223
2017-06-20,0.3954930000522851
2017-06-21,0.4760611368323315
2017-06-22,0.48578146775106373
2017-06-23,0.45092801776663266
2017-06-26,0.47118219637260284
2017-06-27,0.4641180358023351
2017-06-28,0.39503312648754874
2017-06-29,0.3887500182685622
2017-06-30,0.4216040230620907
2017-07-03,0.48111385129510376
2017-07-04,0.4659563795161596
2017-07-05,0.5203449429155913
2017-07-06,0.523550032530606
2017-07-07,0.49035060329518326
2017-07-10,0.45665306483253093
2017-07-11,0.4134026215242479
2017-07-12,0.41289185635898745
